type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196651286,-11412,8300,6576,-1584,409,-5338
tail,0,1592196651336,-10616,8852,7560,-1584,1090,-3694
tail,0,1592196651387,-11188,7956,8492,-1568,-57,-1537
tail,0,1592196651441,-10692,8856,7472,-1600,782,1677
tail,0,1592196651486,-12624,7728,7208,-1584,-293,-31
tail,0,1592196651536,-11324,8140,7624,-1616,-491,275
tail,0,1592196651587,-12448,7748,7736,-1568,-411,-820
tail,0,1592196651645,-10720,8252,7808,-1584,-504,-622
tail,0,1592196651688,-11548,8072,7832,-1568,-854,-911
tail,0,1592196651738,-11988,7892,8128,-1584,-613,1053
tail,0,1592196651800,-11400,7972,7628,-1584,-625,34
tail,0,1592196651836,-11564,7876,8072,-1568,-694,-11
tail,0,1592196651887,-11196,8144,7824,-1568,-919,297
tail,0,1592196651936,-12240,7600,7184,-1616,-818,-222
tail,0,1592196651987,-11404,7820,7672,-1584,-1114,-1171
tail,0,1592196652037,-11376,7708,8352,-1600,-1258,-810
tail,0,1592196652088,-12020,7312,8120,-1568,-1035,-625
tail,0,1592196652145,-11428,7400,8656,-1616,-710,-1239
tail,0,1592196652187,-11948,7140,8368,-1616,-791,-1027
tail,0,1592196652236,-10844,7484,9052,-1616,-560,-656
tail,0,1592196652289,-11788,7296,8336,-1600,-600,-634
tail,0,1592196652336,-11896,6852,8168,-1600,-481,147
tail,0,1592196652386,-14552,5952,7972,-1600,-940,634
tail,0,1592196652436,-12528,6936,9956,-1616,520,1551
tail,0,1592196652486,-13428,7600,6044,-1584,-1050,4900
tail,0,1592196652545,-8840,9016,7164,-1616,1415,1283
tail,0,1592196652586,-12856,9376,6588,-1568,1508,1255
tail,0,1592196652644,-8716,10644,7896,-1616,-684,-79
tail,0,1592196652688,-9428,10700,9064,-1616,-1346,1200
tail,0,1592196652739,-7564,11624,7152,-1600,-1852,2439
tail,0,1592196652787,-7852,11204,7560,-1600,-1927,-430
tail,0,1592196652838,-11988,11900,6788,-1600,-2569,-768
tail,0,1592196652887,-5612,11512,7384,-1584,-3716,-3905
tail,0,1592196652936,-4700,12256,11784,-1584,-2988,-576
tail,0,1592196652987,-3780,12204,9668,-1616,-2825,-1319
tail,0,1592196653037,-2788,12912,9296,-1600,-2542,-879
tail,0,1592196653087,-2276,12936,9456,-1584,-2112,-2077
tail,0,1592196653137,-1652,13084,9044,-1584,-2815,-2270
tail,0,1592196653188,-1976,12652,11192,-1616,-2162,-1092
tail,0,1592196653236,-1628,13156,10508,-1600,-1569,33
tail,0,1592196653325,-1500,13440,9780,-1600,-41,-125
tail,0,1592196653337,852,12408,11768,-1600,283,-135
tail,0,1592196653414,1768,12672,11044,-1616,-102,-985
tail,0,1592196653438,1144,12824,10976,-1616,264,896
tail,0,1592196653486,-1032,13140,10612,-1600,180,2399
tail,0,1592196653536,964,13468,8828,-1568,-2242,635
tail,0,1592196653599,452,12760,11192,-1600,-1957,348
tail,0,1592196653646,2748,12584,11964,-1584,332,415
tail,0,1592196653686,2552,12116,14012,-1584,2371,-43
tail,0,1592196653736,-760,13856,7540,-1584,1092,-418
tail,0,1592196653808,1696,13388,10096,-1600,7,302
tail,0,1592196653836,780,13212,10200,-1600,8,942
tail,0,1592196653886,2892,13376,9692,-1600,118,657
tail,0,1592196653937,1788,13248,10408,-1600,-517,-342
tail,0,1592196653991,1728,13296,10428,-1616,-114,-131
tail,0,1592196654036,1200,13192,10268,-1584,-196,148
tail,0,1592196654086,1372,13268,10248,-1616,-318,189
tail,0,1592196654136,968,13216,10124,-1568,-719,85
tail,0,1592196654186,1260,13080,10560,-1600,-460,-17
tail,0,1592196654236,540,13496,9632,-1584,-756,261
tail,0,1592196654286,1264,13160,10436,-1616,-422,104
tail,0,1592196654337,1104,13212,9944,-1616,-233,607
tail,0,1592196654386,1160,13256,10444,-1600,368,554
tail,0,1592196654458,2960,13252,9992,-1600,-278,220
tail,0,1592196654490,1204,13420,9916,-1584,-276,-127
tail,0,1592196654540,2136,13272,9920,-1616,-174,42
tail,0,1592196654589,1104,13300,10000,-1584,-568,-282
tail,0,1592196654637,1408,13452,9768,-1616,-1071,-593
tail,0,1592196654687,1956,13196,10052,-1568,-834,-429
tail,0,1592196654736,1832,13180,10188,-1584,-434,-26
tail,0,1592196654794,2008,13120,10504,-1584,-579,386
tail,0,1592196654841,2132,13284,9564,-1584,-68,-32
tail,0,1592196654896,1292,13096,10368,-1616,-812,-48
tail,0,1592196654936,2304,13128,9968,-1600,-1046,-193
tail,0,1592196654986,796,13104,10572,-1584,-1245,80
tail,0,1592196655036,2996,12724,10728,-1584,-627,-97
tail,0,1592196655087,2168,13332,9764,-1616,-1009,-310
tail,0,1592196655370,1792,12724,11072,-1600,-1035,-236
tail,0,1592196655370,3696,12800,10640,-1600,-1366,-407
tail,0,1592196655371,1492,12984,10164,-1600,195,480
tail,0,1592196655371,3392,12732,11028,-1616,-830,-252
tail,0,1592196655371,2548,12816,10280,-1584,-231,253
tail,0,1592196655410,2260,12676,10844,-1600,-168,306
tail,0,1592196655514,2204,12440,11004,-1600,-727,179
tail,0,1592196655515,3788,12732,10276,-1616,-607,-234
tail,0,1592196655555,2496,12552,10944,-1568,-268,9
tail,0,1592196655593,3148,12516,10676,-1584,-548,-99
tail,0,1592196655673,2252,12408,11012,-1584,-297,237
tail,0,1592196655691,4028,12736,9904,-1584,-744,-288
tail,0,1592196655773,4328,12292,11192,-1584,-420,-336
tail,0,1592196655793,3192,12508,10604,-1552,-676,243
tail,0,1592196655843,3052,12576,10492,-1616,-443,153
tail,0,1592196655890,3012,12500,11004,-1584,-274,-126
tail,0,1592196655943,3500,12452,10736,-1584,-649,-40
tail,0,1592196655990,3568,12420,10416,-1616,-290,77
tail,0,1592196656063,3356,12380,10964,-1600,-355,15
tail,0,1592196656099,3428,12400,10720,-1600,-168,665
tail,0,1592196656142,3728,12604,10600,-1632,-396,2
tail,0,1592196656194,3492,12304,11392,-1616,-281,218
tail,0,1592196656249,3320,12428,10916,-1584,-458,173
tail,0,1592196656292,3960,12528,10628,-1584,-104,-70
tail,0,1592196656346,3372,12364,11096,-1568,-16,308
tail,0,1592196656391,3620,12532,10304,-1600,-60,348
tail,0,1592196656448,2908,12532,10560,-1584,-282,-377
tail,0,1592196656490,2964,12400,11008,-1616,-1944,-160
tail,0,1592196656544,3496,12688,9984,-1616,86,59
tail,0,1592196656589,2408,12612,10688,-1568,206,257
tail,0,1592196656647,3404,12520,10808,-1568,-231,176
tail,0,1592196656697,2712,12676,10192,-1584,-264,445
tail,0,1592196656739,3436,12580,10612,-1616,-437,-278
tail,0,1592196656807,3320,12392,11080,-1584,-554,-137
tail,0,1592196656839,2820,12672,10500,-1616,-398,288
tail,0,1592196656889,2896,12580,10668,-1616,-228,-101
tail,0,1592196656977,3200,12556,10796,-1616,-276,177
tail,0,1592196657005,2924,12436,10768,-1600,-370,-195
tail,0,1592196657044,2904,12468,10888,-1584,-125,220
tail,0,1592196657091,3236,12456,11152,-1584,335,601
tail,0,1592196657142,3252,12700,10396,-1600,-132,346
tail,0,1592196657195,3388,12572,11048,-1568,38,90
tail,0,1592196657245,2804,12852,10316,-1584,-162,420
tail,0,1592196657290,2836,12780,10360,-1600,-508,-30
tail,0,1592196657341,3428,12576,10592,-1600,-252,175
tail,0,1592196657392,2872,12712,10552,-1600,-344,229
tail,0,1592196657441,2928,12628,10456,-1616,-413,-35
tail,0,1592196657508,3444,12700,10688,-1552,-559,-179
tail,0,1592196657560,2924,12668,10476,-1568,-281,59
tail,0,1592196657592,3112,12580,10720,-1600,-464,191
tail,0,1592196657641,3132,12600,10784,-1584,-270,151
tail,0,1592196657692,3124,12636,10608,-1584,-423,60
tail,0,1592196657741,3120,12576,10748,-1632,-271,138
tail,0,1592196657795,2936,12656,10676,-1552,-537,-219
tail,0,1592196657845,2976,12668,10676,-1568,-408,-27
tail,0,1592196657901,3200,12480,10744,-1616,-334,153
tail,0,1592196657942,2896,12708,10568,-1600,-422,184
tail,0,1592196657993,3052,12532,10888,-1584,-519,-303
tail,0,1592196658052,2932,12584,10796,-1600,-763,-232
tail,0,1592196658093,3212,12660,10656,-1600,-254,248
tail,0,1592196658143,3164,12604,10680,-1616,-389,-82
tail,0,1592196658209,3256,12556,11068,-1584,-957,-356
tail,0,1592196658241,2436,12660,10700,-1584,-44,378
tail,0,1592196658294,2924,12552,10868,-1600,-298,224
tail,0,1592196658344,2616,12640,10948,-1600,-333,172
tail,0,1592196658394,3076,12576,10984,-1568,-344,41
tail,0,1592196658441,2184,12532,11180,-1584,-138,176
tail,0,1592196658493,2576,12584,10952,-1552,-611,-331
tail,0,1592196658541,2300,12624,11020,-1600,-339,-104
tail,0,1592196658591,2432,12700,10780,-1600,-107,266
tail,0,1592196658642,2700,12840,10884,-1600,-461,-98
tail,0,1592196658701,2200,12604,10888,-1616,-4,309
tail,0,1592196658740,2016,12796,10352,-1600,-335,-28
tail,0,1592196658791,2200,12612,10748,-1600,35,388
tail,0,1592196658841,1656,12808,10512,-1584,-239,171
tail,0,1592196658892,1960,12856,10492,-1584,-125,314
tail,0,1592196658942,2136,12844,10708,-1600,-257,116
tail,0,1592196658991,1796,12984,10540,-1600,-108,248
tail,0,1592196659044,1928,12832,10512,-1584,-196,207
tail,0,1592196659091,2040,12848,10596,-1600,-24,377
tail,0,1592196659140,1136,12856,10720,-1600,49,229
tail,0,1592196659191,1376,12968,10620,-1616,31,334
tail,0,1592196659249,1172,13028,10436,-1584,-281,122
tail,0,1592196659317,1104,12904,10364,-1616,-132,173
tail,0,1592196659390,1340,12952,10456,-1600,-107,278
tail,0,1592196659471,796,13008,10500,-1568,2,276
tail,0,1592196659474,1196,13000,10332,-1584,57,59
tail,0,1592196659494,1556,12824,10520,-1584,460,217
tail,0,1592196659542,68,13124,10292,-1600,492,492
tail,0,1592196659591,512,13092,10396,-1600,380,211
tail,0,1592196659642,-232,13272,10040,-1616,197,123
tail,0,1592196659692,-736,13088,10272,-1600,-263,-217
tail,0,1592196659742,-324,13228,10192,-1584,-201,0
tail,0,1592196659791,-524,13232,10332,-1600,-347,8
tail,0,1592196659843,-336,13124,10056,-1584,-357,-57
tail,0,1592196659892,-784,13140,10292,-1584,-452,34
tail,0,1592196659945,-80,13220,10308,-1600,-629,-292
tail,0,1592196659997,-324,13044,10368,-1600,-607,-121
tail,0,1592196660084,-16,13156,10356,-1568,-202,54
tail,0,1592196660095,112,13116,10280,-1616,-629,-94
tail,0,1592196660143,-1284,12880,10332,-1584,-211,338
tail,0,1592196660193,-912,13060,9984,-1584,-351,98
tail,0,1592196660242,-468,13056,10444,-1568,-368,-169
tail,0,1592196660291,472,13332,10140,-1632,-400,-245
tail,0,1592196660352,-2384,12676,10472,-1600,-133,-134
tail,0,1592196660393,1180,13072,9968,-1616,412,-820
tail,0,1592196660443,-4720,11688,8524,-1568,548,2736
tail,0,1592196660494,-9456,11088,11612,-1600,892,154
tail,0,1592196660545,-3836,12232,9828,-1568,-364,-12
tail,0,1592196660592,-5308,11880,10024,-1616,-246,32
tail,0,1592196660642,-5516,11816,10176,-1584,-118,322
tail,0,1592196660701,-5020,12140,9432,-1600,-65,409
tail,0,1592196660742,-4344,12176,10428,-1616,183,314
tail,0,1592196660793,-5128,12108,10240,-1584,-481,-181
tail,0,1592196660844,-4496,12180,9944,-1600,-359,308
tail,0,1592196660901,-4880,12240,9920,-1616,-373,92
tail,0,1592196660941,-4852,12068,10500,-1584,-88,538
tail,0,1592196661000,-4964,12180,10076,-1600,-491,265
tail,0,1592196661041,-5020,12160,9800,-1584,-158,172
tail,0,1592196661092,-4540,12292,9936,-1584,-177,213
tail,0,1592196661142,-5408,12068,10080,-1568,-271,-218
tail,0,1592196661206,-4464,12364,9768,-1616,176,445
tail,0,1592196661244,-4896,12244,9848,-1632,-293,101
tail,0,1592196661291,-5292,12120,9728,-1616,-208,329
tail,0,1592196661341,-4836,12444,9532,-1568,-203,236
tail,0,1592196661395,-4612,12296,10188,-1616,-278,289
tail,0,1592196661444,-5076,12308,9804,-1584,-116,-123
tail,0,1592196661496,-4728,12236,10060,-1616,-317,115
tail,0,1592196661542,-5512,12040,9764,-1584,-233,62
tail,0,1592196661611,-5016,12256,9948,-1600,-131,248
tail,0,1592196661651,-4632,12388,9772,-1600,-46,232
tail,0,1592196661704,-5124,12192,10308,-1616,183,441
tail,0,1592196661767,-4648,12388,9592,-1584,124,791
tail,0,1592196661814,-4724,12672,9804,-1584,535,877
tail,0,1592196661841,-4904,12220,9480,-1632,780,222
tail,0,1592196661892,-5180,12732,9080,-1568,2663,1602
tail,0,1592196661942,-4868,12628,9820,-1616,926,-283
tail,0,1592196661997,-5796,12824,7732,-1600,2462,-96
tail,0,1592196662042,-4348,13176,8320,-1600,141,-1387
tail,0,1592196662096,-4036,13096,9464,-1600,522,-318
tail,0,1592196662142,-5008,13240,8328,-1584,-153,-144
tail,0,1592196662192,-4152,13340,8332,-1584,-902,-474
tail,0,1592196662242,-4048,13380,8964,-1600,-610,-9
tail,0,1592196662294,-5220,13116,8900,-1600,-372,569
tail,0,1592196662366,-3924,13256,8868,-1600,-333,-50
tail,0,1592196662395,-4608,13072,8804,-1584,-635,-306
tail,0,1592196662442,-4316,13444,8428,-1616,-623,-5
tail,0,1592196662508,-4060,13204,8880,-1568,-589,-70
tail,0,1592196662542,-4056,13236,8796,-1568,-559,4
tail,0,1592196662593,-4368,13212,8724,-1584,-502,319
tail,0,1592196662651,-4412,13048,9260,-1600,-613,268
tail,0,1592196662692,-4592,13152,9264,-1600,-618,-165
tail,0,1592196662742,-4140,13020,9296,-1600,-511,-82
tail,0,1592196662844,-4628,13112,9232,-1600,-226,273
tail,0,1592196662844,-4204,13220,8788,-1600,-514,-241
tail,0,1592196662891,-3940,13284,8940,-1616,-335,182
tail,0,1592196662942,-4156,13272,9020,-1616,-66,95
tail,0,1592196662993,-4276,13180,9228,-1584,-355,-140
tail,0,1592196663047,-4124,13164,9024,-1568,-231,176
tail,0,1592196663092,-4100,13276,8860,-1552,-391,4
tail,0,1592196663142,-4128,13236,8768,-1616,-828,-375
tail,0,1592196663199,-3772,13268,9176,-1632,-407,-47
tail,0,1592196663243,-4092,13216,8940,-1600,-592,-149
tail,0,1592196663293,-3852,13160,8892,-1584,-421,38
tail,0,1592196663342,-4252,13020,9016,-1584,-512,219
tail,0,1592196663391,-3836,13256,9292,-1600,-652,118
tail,0,1592196663442,-4544,13128,8804,-1600,-935,-1111
tail,0,1592196663497,-4688,13052,8720,-1616,-2229,-2386
tail,0,1592196663544,-3212,13944,6852,-1616,-2666,-4137
tail,0,1592196663594,-2092,13236,8556,-1600,-2162,-45
tail,0,1592196663649,-4508,11720,10744,-1600,-1970,49
tail,0,1592196663692,-5616,12288,8464,-1616,-4583,-2401
tail,0,1592196663752,-2264,12804,9712,-1584,-4591,-4036
tail,0,1592196663805,-2608,12128,10380,-1584,-7178,-2612
tail,0,1592196663843,-2440,11556,11288,-1568,-4883,-1745
tail,0,1592196663910,-2996,11672,10876,-1584,-8786,-1300
tail,0,1592196663942,-2520,10752,12884,-1584,-10167,-3296
tail,0,1592196663992,-2292,9400,12608,-1600,-11311,-5538
tail,0,1592196664042,-1204,7884,15508,-1584,-10630,-4194
tail,0,1592196664091,-836,7692,14996,-1584,-7101,-2076
tail,0,1592196664145,772,6252,14484,-1600,-7456,-4529
tail,0,1592196664194,-372,6100,15436,-1600,-9422,-4877
tail,0,1592196664246,2936,6552,15760,-1632,-7609,-3379
tail,0,1592196664292,184,4944,14824,-1584,-8304,-4906
tail,0,1592196664345,3988,3428,17120,-1600,-10395,-6225
tail,0,1592196664392,3820,1684,17092,-1600,-6791,-4275
tail,0,1592196664441,4780,1036,16980,-1584,-6315,-5709
tail,0,1592196664492,4900,1268,17204,-1584,-1454,-4816
tail,0,1592196664542,7224,1476,17512,-1600,-1740,-2777
tail,0,1592196664592,3360,2132,15400,-1600,-1587,-457
tail,0,1592196664650,3676,1956,15104,-1584,-4263,-5409
tail,0,1592196664692,6048,552,15744,-1616,-4902,-6018
tail,0,1592196664742,6932,-128,15716,-1600,-5327,-6412
tail,0,1592196664794,7648,-628,16896,-1632,-1943,-2978
tail,0,1592196664841,7104,200,15240,-1616,620,-1943
tail,0,1592196664891,8412,-124,15168,-1584,-1757,-2440
tail,0,1592196664942,8556,-768,15968,-1584,-2333,-466
tail,0,1592196664992,7524,-1232,15296,-1616,-436,969
tail,0,1592196665043,7340,-612,15372,-1568,104,957
tail,0,1592196665093,7464,-188,14600,-1600,-512,0
tail,0,1592196665148,6944,-240,14956,-1600,-2295,-1767
tail,0,1592196665336,7624,-1064,15340,-1616,-3731,-2428
tail,0,1592196665336,8244,-1544,15544,-1584,-3283,-1014
tail,0,1592196665336,7152,-1980,15560,-1600,-1025,-31
tail,0,1592196665345,8352,-1600,14448,-1600,-940,138
tail,0,1592196665405,7804,-1776,15216,-1584,-1316,21
tail,0,1592196665447,8132,-1920,14672,-1584,-1877,-410
tail,0,1592196665493,7760,-2396,15372,-1616,-1190,-447
tail,0,1592196665542,7836,-2292,14832,-1600,-140,647
tail,0,1592196665592,7616,-2200,15000,-1616,383,302
tail,0,1592196665643,8120,-2028,14324,-1584,-615,149
tail,0,1592196665720,7208,-2144,14936,-1616,-507,659
tail,0,1592196665752,8528,-2508,15436,-1568,186,784
tail,0,1592196665795,6856,-2032,15236,-1584,277,1046
tail,0,1592196665843,7540,-1872,14452,-1584,-553,524
tail,0,1592196665893,8728,-2260,15044,-1600,-1259,980
tail,0,1592196665942,6864,-2156,14916,-1568,-912,914
tail,0,1592196665993,7824,-2192,15544,-1616,-862,862
tail,0,1592196666042,8404,-2304,14844,-1616,-1794,2313
tail,0,1592196666094,7092,-2240,16244,-1600,708,1350
tail,0,1592196666142,7860,-2064,15556,-1600,1268,2651
tail,0,1592196666246,6756,-2100,16604,-1600,3524,3947
tail,0,1592196666247,7264,-1288,16068,-1616,2462,3360
tail,0,1592196666295,2156,-100,14312,-1616,752,5756
tail,0,1592196666342,4932,-196,15396,-1568,-533,2026
tail,0,1592196666396,6368,-848,17492,-1584,-578,2660
tail,0,1592196666442,3968,-236,14900,-1584,-1263,851
tail,0,1592196666495,5612,-760,18816,-1584,-2269,2893
tail,0,1592196666542,-1080,-1528,17020,-1632,1787,2886
tail,0,1592196666592,5888,-2020,15476,-1600,575,-75
tail,0,1592196666654,6292,-1888,13980,-1584,1588,-2094
tail,0,1592196666719,6524,-2180,16208,-1584,-1915,-1557
tail,0,1592196666742,3992,-1492,16628,-1584,1524,106
tail,0,1592196666792,3628,-1140,16720,-1600,177,184
tail,0,1592196666842,4640,-952,15200,-1600,809,400
tail,0,1592196666892,5036,-1560,17116,-1584,8,-618
tail,0,1592196666942,5912,-1276,16276,-1584,-234,84
tail,0,1592196666993,3564,-1268,16480,-1568,-147,-433
tail,0,1592196667042,4888,-1520,16164,-1584,-158,-249
tail,0,1592196667094,4880,-1616,16208,-1568,190,2
tail,0,1592196667149,4732,-1428,16400,-1600,-88,-281
tail,0,1592196667219,4320,-1556,16480,-1616,35,-537
tail,0,1592196667243,6092,-1136,15376,-1584,323,30
tail,0,1592196667304,3876,-1740,17336,-1600,470,-571
tail,0,1592196667354,4956,-1308,15952,-1600,165,130
tail,0,1592196667392,5884,-1388,15728,-1616,413,-211
tail,0,1592196667442,4948,-1480,16836,-1584,-452,273
tail,0,1592196667493,5860,-1440,16432,-1600,-260,199
tail,0,1592196667542,3856,-1176,16520,-1584,-814,629
tail,0,1592196667592,5216,-2124,16900,-1584,16,1141
tail,0,1592196667642,3904,-2180,15904,-1568,661,2161
tail,0,1592196667734,3932,-1580,16004,-1600,620,785
tail,0,1592196667743,3756,-1448,16420,-1616,-1153,752
tail,0,1592196667794,2608,-1208,15424,-1616,-1336,1050
tail,0,1592196667844,3852,-1884,16032,-1600,-1062,-1865
tail,0,1592196667901,6072,-3020,15760,-1632,764,-2480
tail,0,1592196667943,6780,-2444,17012,-1584,-1103,-1167
tail,0,1592196667992,2776,-1768,16736,-1584,1164,-1307
tail,0,1592196668055,8468,-2732,17124,-1600,789,-121
tail,0,1592196668094,3632,-2764,16472,-1568,-2007,-2942
tail,0,1592196668143,4312,-1888,14384,-1616,255,-661
tail,0,1592196668193,7544,-1864,15636,-1616,1702,874
tail,0,1592196668246,8660,-1984,16184,-1584,-60,767
tail,0,1592196668294,12500,-6496,14876,-1632,1303,6845
tail,0,1592196668343,-26200,-2384,17688,-1600,7875,17596
tail,0,1592196668392,6684,588,16716,-1616,-4435,460
tail,0,1592196668445,-428,-2896,17600,-1616,-6043,-2281
tail,0,1592196668492,7476,-2252,15984,-1568,308,-3407
tail,0,1592196668559,23464,-2244,13336,-1568,-619,-2892
tail,0,1592196668593,8308,-6844,16936,-1584,-8012,-10404
tail,0,1592196668642,-4524,468,17816,-1616,2443,-1777
tail,0,1592196668711,-452,-964,16928,-1616,-1315,5136
tail,0,1592196668742,10972,-1768,15888,-1584,2613,-687
tail,0,1592196668792,14668,-948,15728,-1616,2863,2202
tail,0,1592196668842,20456,-5860,11912,-1568,-9096,-7573
tail,0,1592196668893,-18012,-440,23032,-1616,6741,-4864
tail,0,1592196668942,140,-896,16828,-1600,-1122,5556
tail,0,1592196668992,10436,-1012,14992,-1616,813,-1983
tail,0,1592196669044,17628,268,14516,-1600,419,-42
tail,0,1592196669093,8844,-4732,15048,-1584,-7317,-9063
tail,0,1592196669144,-692,164,20440,-1584,3989,-3159
tail,0,1592196669192,1836,60,15720,-1600,-234,6132
tail,0,1592196669243,4464,-788,15196,-1616,1004,872
tail,0,1592196669402,16996,-48,14900,-1584,1331,-761
tail,0,1592196669402,24556,-7204,13828,-1584,-11833,-24398
tail,0,1592196669402,-32768,160,7132,-1584,12947,11081
tail,0,1592196669445,12036,-392,19020,-1584,2872,13620
tail,0,1592196669493,7964,1360,15224,-1600,-868,3029
tail,0,1592196669545,8632,352,18380,-1584,-775,-541
tail,0,1592196669602,12392,636,14824,-1600,-838,-3232
tail,0,1592196669643,-10384,-4312,19952,-1584,2814,-92
tail,0,1592196669711,1972,3984,15156,-1600,1386,9377
